,label,text,tense,direction,over-polarity
2703,anger,I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry - it was very important for me to go to Carinthia.,,xxoth,xxneg
2704,guilt,When I knew that my niece did a bad schoolar examination because I couldn't explain her the lesson.,xxpre xxpas xxfut,xxoth,xxneg
2705,disgust,When I saw a fight I had a physical reaction of disgust and of deep perturbation.,xxpre xxpas xxfut,xxoth,xxneg
2706,disgust,I worked in a harbour and emptied latrine containers from the back of the lorries.,xxpre xxpas xxfut,xxoth,xxneg
2707,disgust,When I saw a film in which the man suffered from an illness and    his skin came peeling off.,xxpre xxpas xxfut,xxoth,xxneg
2708,guilt,A friend of mine had the sleeves of a leather coat stolen from his car.  It was me who had left them there for everyone to see.,xxpre xxpas xxfut,xxoth,xxneg
2709,fear,Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office.,xxfut xxpas,xxsel,xxneg
2710,guilt,"""After having been told not to take the car, I took it anyway and felt guilty about having taken it.""",xxpre xxpas xxfut,xxoth,xxneg
2711,shame,"""In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me.  It was another teenager who did so.""",,xxsel,xxneg
2712,shame,An out-patient asked me to read for him a certain prescription but I was unable to do so. The patient was dissappointed and lost hope in me.,,xxsel,xxneg
2713,fear,Had fear of losing husband.,xxfut xxpas,xxsel,xxneg
2714,anger,Misunderstood by a close friend for the wrong reason.,,xxoth,xxneg
2715,guilt,"""When my father had a serious fight with my sister, because of me.""",xxpre xxpas xxfut,xxoth,xxneg
2716,disgust,"""A colleague and I were sitting on a bench next to an old man in a shopping centre. the old man coughed and spluttered somewhat, then with his fingers removed the resultant phlegm and mucous from his mouth, and transferred it onto the armrest of the bench.""",xxpre xxpas xxfut,xxoth,xxneg
2717,joy,"""For a few days I felt very miserable, distressed and listless, with crying fits. When this was over I felt very happy, although there was no special reason.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2718,disgust,"""When I was refused a transfer from my school to another, simply because it was far away from my house.""",xxpre xxpas xxfut,xxoth,xxneg
2719,fear,When a friend of mine told me a horror story.,xxfut xxpas,xxsel,xxneg
2720,fear,The possibility of having failed the examination.,xxfut xxpas,xxsel,xxneg
2721,guilt,I had an argument with my boyfriend.  It was my fault but my pride would not let me admit it.,xxpre xxpas xxfut,xxoth,xxneg
2722,disgust,Disgust with drunk people.,xxpre xxpas xxfut,xxoth,xxneg
2723,anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.,,xxoth,xxneg
2724,anger,My cassmate laughed at me when I was being scolded by the teacher.,,xxoth,xxneg
2725,disgust,"""This person I know lied about how much income his parents made and received money through grants which he did not need. Another person is barely making it, did not lie, and did not receive enough money.""",xxpre xxpas xxfut,xxoth,xxneg
2726,anger,"""When my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals.""",,xxoth,xxneg
2727,disgust,First anatomy lesson.,xxpre xxpas xxfut,xxoth,xxneg
2728,sadness,My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.,xxpre xxpas,xxsel,xxneg
2729,anger,I was angry with a person who behaved terribly at a ball offending her relatives.,,xxoth,xxneg
2730,fear,An inter-college basket-ball match.,xxfut xxpas,xxsel,xxneg
2731,shame,The first time that I had to go up on the stage to give a speech.,,xxsel,xxneg
2732,sadness,This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.,xxpre xxpas,xxsel,xxneg
2733,disgust,When opened a box of biscuits and found worms inside.,xxpre xxpas xxfut,xxoth,xxneg
2734,anger,The surname of my brother was different from ours.  He often grinned at home and provoked others for the pleasure of it.  This made me angry.,,xxoth,xxneg
2735,guilt,I hated you for not letting me go and found out that it was not your decision.,xxpre xxpas xxfut,xxoth,xxneg
2736,disgust,I was disgusted at the university wanting some of us to travel from our homes to the lectures here every day.  The way the whole thing was handled disgusted me.,xxpre xxpas xxfut,xxoth,xxneg
2737,sadness,Death of a close friend.,xxpre xxpas,xxsel,xxneg
2738,fear,"""I studied medicine for several semesters and at that time I developed a great fear of examinations. I was most afraid of my examination of anatomy. While other students were examined, I was dissecting. I was able to hear everything and was waiting with fear until it was my turn.""",xxfut xxpas,xxsel,xxneg
2739,joy,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2740,shame,I had promised to help out with domestic chores and I forgot about it.,,xxsel,xxneg
2741,disgust,"""Once when I had started to write a paper, there was a phone call for me.  I had to go downstairs to receive it and after the conversation I discovered that all the information had disappeared from my mind.""",xxpre xxpas xxfut,xxoth,xxneg
2742,guilt,Describing to mother how a hole in the wall had appeared while I was babysitting.,xxpre xxpas xxfut,xxoth,xxneg
2743,fear,When there was a fight at home and my father threatened to throw a chair on my brother.,xxfut xxpas,xxsel,xxneg
2744,shame,When I ate my sister's food and then she found out that it was me.  I felt very ashamed but still refused to admit that it was me.,,xxsel,xxneg
2745,sadness,"""My father won't be so pleased with me as if I was elected """"Three Good"""".""",xxpre xxpas,xxsel,xxneg
2746,disgust,"""Once I offended a friend, instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me.""",xxpre xxpas xxfut,xxoth,xxneg
2747,anger,"""I learned that a class-mate had given a list, of peolpe who help each other in exams, to the professor.""",,xxoth,xxneg
2748,anger,When someone took my writing materials yet I was to write Examinations in a few minutes.,,xxoth,xxneg
2749,shame,"""I entered the wrong room, and got into a bed where someone already was sleeping.""",,xxsel,xxneg
2750,disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit.,xxpre xxpas xxfut,xxoth,xxneg
2751,guilt,I crashed my father's car.,xxpre xxpas xxfut,xxoth,xxneg
2752,guilt,A friend of mine felt bad because of something I had done to something that belonged to him.,xxpre xxpas xxfut,xxoth,xxneg
2753,disgust,"""During lunch with some classmates, a priest was also there.  He was eating desperately as if someone was going to take his plate away.  He did it with gluttony.  He wiped his hands on his suit several times and it was full of crumbs.""",xxpre xxpas xxfut,xxoth,xxneg
2754,fear,It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,xxfut xxpas,xxsel,xxneg
2755,fear,Being alone at night.,xxfut xxpas,xxsel,xxneg
2756,fear,"""One camping night, I listened to the ghost stories told by my classmates.  """,xxfut xxpas,xxsel,xxneg
2757,shame,"""I was alone in the bus when I tripped and fell, and dropped all my papers.""",,xxsel,xxneg
2758,anger,"""I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.""",,xxoth,xxneg
2759,anger,"""Seeing for the first time pictures about the so called """"treatment"""" of Jewish people in Nazi-Germany during World War II.""",,xxoth,xxneg
2760,fear,I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house.,xxfut xxpas,xxsel,xxneg
2761,shame,Cannot remember such a situation.,,xxsel,xxneg
2762,joy,My boyfriend returned after a long absence.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2763,anger,Most recently when the chairman at the New Zeeland Rugby Union announced that the All Blacks' would accept the invitation of South Africa to play rugby in that country.,,xxoth,xxneg
2764,fear,When my brother hit his head and lost consciousness at the sports practice.  For some time he could not remember what had happened but he recovered later.,xxfut xxpas,xxsel,xxneg
2765,fear,"""While swimming, I hit my head at the bottom of the pool and required stitches. I later learned that the consequences could have been much more severe and that terrified me.""",xxfut xxpas,xxsel,xxneg
2766,guilt,"""When they found out that I was absent from school, I had gone to the girl's secondary school.""",xxpre xxpas xxfut,xxoth,xxneg
2767,fear,When I had to talk with an important person about a job.,xxfut xxpas,xxsel,xxneg
2768,shame,After shouting at a friend.,,xxsel,xxneg
2769,shame,I had been telling lies and people discovered instantly that I was telling lies. I felt very shameful and I felt like disappearing from people.,,xxsel,xxneg
2770,joy,When I received a letter from the university telling me that my application had been accepted.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2771,anger,My elder brother often criticizes my mother's cooking.  Once he did it very impolitely and lost his temper.  This made all of us very sad.  I was very angry and I scolded him.  He asked me not to interfere with what was his buisness.,,xxoth,xxneg
2772,anger,When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,,xxoth,xxneg
2773,disgust,"""When a girl in my class (on the secondary school) appeased the teacher, resulting in getting a higher grade. This occurred often with her.""",xxpre xxpas xxfut,xxoth,xxneg
2774,sadness,"""I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down.""",xxpre xxpas,xxsel,xxneg
2775,disgust,"""My mother was always fastidious about my room, bed time, etc.  She treated us strictly and punished us physically.   These things were intolerable.""",xxpre xxpas xxfut,xxoth,xxneg
2776,guilt,Did not read reference when other people read them.,xxpre xxpas xxfut,xxoth,xxneg
2777,sadness,"""A few years ago my mother suffered from canccer and died within two years.  We had not finished our studies then and could not bear our responsibilities as her children.  My mother had tried her best to take care of us but she lived in pain these two years.  Neither the doctor nor we could do anything for her as cancer is incurable.  I was very eager to replace her in suffernig , even die instead of her.""",xxpre xxpas,xxsel,xxneg
2778,anger,"""When my father asked me if I was a communist, at the same time he made it clear that I should no longer see myself as his daughter.""",,xxoth,xxneg
2779,guilt,My mother developed hipertonia and I think I too am to blame bacause with her it is a stress disease.,xxpre xxpas xxfut,xxoth,xxneg
2780,anger,Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.,,xxoth,xxneg
